tab 	er_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_alternatives	er_specimen_name	magic_method_codes	specimen_class	specimen_core_depth	specimen_lithology	specimen_type	specimen_volume	specimen_weight
This study	DSDP Site 522	20-2-018	20-2-018	2556	20-2-018	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	78.97	Not Specified	Sediment Layer	0.000001	0.001391
This study	DSDP Site 522	20-2-022	20-2-022	2557	20-2-022	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.01	Not Specified	Sediment Layer	0.000001	0.001579
This study	DSDP Site 522	20-2-025	20-2-025	2558	20-2-025	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.04	Not Specified	Sediment Layer	0.000001	0.00141
This study	DSDP Site 522	20-2-028	20-2-028	2559	20-2-028	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.08	Not Specified	Sediment Layer	0.000001	0.001354
This study	DSDP Site 522	20-2-032	20-2-032	2560	20-2-032	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.12	Not Specified	Sediment Layer	0.000001	0.001521
This study	DSDP Site 522	20-2-035	20-2-035	2561	20-2-035	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.15	Not Specified	Sediment Layer	0.000001	0.001961
This study	DSDP Site 522	20-2-040	20-2-040	2562	20-2-040	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.19	Not Specified	Sediment Layer	0.000001	0.001544
This study	DSDP Site 522	20-2-043	20-2-043	2563	20-2-043	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.23	Not Specified	Sediment Layer	0.000001	0.001303
This study	DSDP Site 522	20-2-047	20-2-047	2564	20-2-047	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.27	Not Specified	Sediment Layer	0.000001	0.00163
This study	DSDP Site 522	20-2-054	20-2-054	2565	20-2-054	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.33	Not Specified	Sediment Layer	0.000001	0.001581
This study	DSDP Site 522	20-2-057	20-2-057	2566	20-2-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.37	Not Specified	Sediment Layer	0.000001	0.001699
This study	DSDP Site 522	20-2-060	20-2-060	2567	20-2-060	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.39	Not Specified	Sediment Layer	0.000001	0.001559
This study	DSDP Site 522	20-2-064	20-2-064	2568	20-2-064	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.43	Not Specified	Sediment Layer	0.000001	0.001339
This study	DSDP Site 522	20-2-066	20-2-066	2569	20-2-066	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.46	Not Specified	Sediment Layer	0.000001	0.001374
This study	DSDP Site 522	20-2-069	20-2-069	2570	20-2-069	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.49	Not Specified	Sediment Layer	0.000001	0.001549
This study	DSDP Site 522	20-2-073	20-2-073	2571	20-2-073	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.52	Not Specified	Sediment Layer	0.000001	0.001599
This study	DSDP Site 522	20-2-076	20-2-076	2572	20-2-076	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.55	Not Specified	Sediment Layer	0.000001	0.001746
This study	DSDP Site 522	20-2-078	20-2-078	2573	20-2-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.58	Not Specified	Sediment Layer	0.000001	0.001469
This study	DSDP Site 522	20-2-084	20-2-084	2574	20-2-084	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.63	Not Specified	Sediment Layer	0.000001	0.001521
This study	DSDP Site 522	20-2-087	20-2-087	2575	20-2-087	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.66	Not Specified	Sediment Layer	0.000001	0.001388
This study	DSDP Site 522	20-2-090	20-2-090	2576	20-2-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.69	Not Specified	Sediment Layer	0.000001	0.001569
This study	DSDP Site 522	20-2-092	20-2-092	2577	20-2-092	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.72	Not Specified	Sediment Layer	0.000001	0.001454
This study	DSDP Site 522	20-2-096	20-2-096	2578	20-2-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.75	Not Specified	Sediment Layer	0.000001	0.001525
This study	DSDP Site 522	20-2-099	20-2-099	2579	20-2-099	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.78	Not Specified	Sediment Layer	0.000001	0.001278
This study	DSDP Site 522	20-2-102	20-2-102	2580	20-2-102	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.81	Not Specified	Sediment Layer	0.000001	0.001293
This study	DSDP Site 522	20-2-104	20-2-104	2581	20-2-104	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.83	Not Specified	Sediment Layer	0.000001	0.001451
This study	DSDP Site 522	20-2-107	20-2-107	2582	20-2-107	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.86	Not Specified	Sediment Layer	0.000001	0.001464
This study	DSDP Site 522	20-2-110	20-2-110	2583	20-2-110	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.89	Not Specified	Sediment Layer	0.000001	0.001356
This study	DSDP Site 522	20-2-113	20-2-113	2584	20-2-113	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.93	Not Specified	Sediment Layer	0.000001	0.001544
This study	DSDP Site 522	20-2-115	20-2-115	2585	20-2-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	79.95	Not Specified	Sediment Layer	0.000001	0.001376
This study	DSDP Site 522	21-1-025	21-1-025	2384	21-1-025	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.54	Not Specified	Sediment Layer	0.000001	0.001707
This study	DSDP Site 522	21-1-029	21-1-029	2385	21-1-029	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.59	Not Specified	Sediment Layer	0.000001	0.001862
This study	DSDP Site 522	21-1-031	21-1-031	2386	21-1-031	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.61	Not Specified	Sediment Layer	0.000001	0.00171
This study	DSDP Site 522	21-1-035	21-1-035	2387	21-1-035	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.64	Not Specified	Sediment Layer	0.000001	0.001676
This study	DSDP Site 522	21-1-038	21-1-038	2388	21-1-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.68	Not Specified	Sediment Layer	0.000001	0.001679
This study	DSDP Site 522	21-1-042	21-1-042	2389	21-1-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.71	Not Specified	Sediment Layer	0.000001	0.001371
This study	DSDP Site 522	21-1-045	21-1-045	2390	21-1-045	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.74	Not Specified	Sediment Layer	0.000001	0.001609
This study	DSDP Site 522	21-1-048	21-1-048	2391	21-1-048	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.77	Not Specified	Sediment Layer	0.000001	0.001393
This study	DSDP Site 522	21-1-051	21-1-051	2392	21-1-051	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.81	Not Specified	Sediment Layer	0.000001	0.001895
This study	DSDP Site 522	21-1-054	21-1-054	2395	21-1-054	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.84	Not Specified	Sediment Layer	0.000001	0.001683
This study	DSDP Site 522	21-1-057	21-1-057	2396	21-1-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.86	Not Specified	Sediment Layer	0.000001	0.001669
This study	DSDP Site 522	21-1-059	21-1-059	2397	21-1-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.89	Not Specified	Sediment Layer	0.000001	0.001898
This study	DSDP Site 522	21-1-063	21-1-063	2398	21-1-063	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.92	Not Specified	Sediment Layer	0.000001	0.001566
This study	DSDP Site 522	21-1-066	21-1-066	2399	21-1-066	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.95	Not Specified	Sediment Layer	0.000001	0.001483
This study	DSDP Site 522	21-1-069	21-1-069	2400	21-1-069	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	81.98	Not Specified	Sediment Layer	0.000001	0.001782
This study	DSDP Site 522	21-1-071	21-1-071	2401	21-1-071	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.01	Not Specified	Sediment Layer	0.000001	0.00183
This study	DSDP Site 522	21-1-074	21-1-074	2402	21-1-074	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.04	Not Specified	Sediment Layer	0.000001	0.00166
This study	DSDP Site 522	21-1-077	21-1-077	2403	21-1-077	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.07	Not Specified	Sediment Layer	0.000001	0.001614
This study	DSDP Site 522	21-1-081	21-1-081	2404	21-1-081	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.1	Not Specified	Sediment Layer	0.000001	0.001678
This study	DSDP Site 522	21-1-084	21-1-084	2405	21-1-084	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.13	Not Specified	Sediment Layer	0.000001	0.001815
This study	DSDP Site 522	21-1-090	21-1-090	2406	21-1-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.2	Not Specified	Sediment Layer	0.000001	0.001631
This study	DSDP Site 522	21-1-094	21-1-094	2407	21-1-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.23	Not Specified	Sediment Layer	0.000001	0.001655
This study	DSDP Site 522	21-1-096	21-1-096	2408	21-1-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.26	Not Specified	Sediment Layer	0.000001	0.001589
This study	DSDP Site 522	21-1-100	21-1-100	2409	21-1-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.3	Not Specified	Sediment Layer	0.000001	0.00184
This study	DSDP Site 522	21-1-103	21-1-103	2410	21-1-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.32	Not Specified	Sediment Layer	0.000001	0.001799
This study	DSDP Site 522	21-1-106	21-1-106	2411	21-1-106	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.35	Not Specified	Sediment Layer	0.000001	0.001789
This study	DSDP Site 522	21-1-108	21-1-108	2412	21-1-108	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.38	Not Specified	Sediment Layer	0.000001	0.001866
This study	DSDP Site 522	21-1-113	21-1-113	2413	21-1-113	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.42	Not Specified	Sediment Layer	0.000001	0.001642
This study	DSDP Site 522	21-1-115	21-1-115	2414	21-1-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.45	Not Specified	Sediment Layer	0.000001	0.001642
This study	DSDP Site 522	21-1-118	21-1-118	2415	21-1-118	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.47	Not Specified	Sediment Layer	0.000001	0.001625
This study	DSDP Site 522	21-1-122	21-1-122	2416	21-1-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.51	Not Specified	Sediment Layer	0.000001	0.001727
This study	DSDP Site 522	21-1-124	21-1-124	2417	21-1-124	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.54	Not Specified	Sediment Layer	0.000001	0.001469
This study	DSDP Site 522	21-1-127	21-1-127	2418	21-1-127	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.56	Not Specified	Sediment Layer	0.000001	0.00153
This study	DSDP Site 522	21-1-131	21-1-131	2419	21-1-131	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.61	Not Specified	Sediment Layer	0.000001	0.001509
This study	DSDP Site 522	21-1-134	21-1-134	2420	21-1-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.63	Not Specified	Sediment Layer	0.000001	0.001511
This study	DSDP Site 522	21-1-138	21-1-138	2421	21-1-138	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.68	Not Specified	Sediment Layer	0.000001	0.001661
This study	DSDP Site 522	21-1-142	21-1-142	2422	21-1-142	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.71	Not Specified	Sediment Layer	0.000001	0.001702
This study	DSDP Site 522	21-1-145	21-1-145	2423	21-1-145	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.74	Not Specified	Sediment Layer	0.000001	0.001539
This study	DSDP Site 522	21-1-148	21-1-148	2424	21-1-148	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.77	Not Specified	Sediment Layer	0.000001	0.001691
This study	DSDP Site 522	21-2-001	21-2-001	2426	21-2-001	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.81	Not Specified	Sediment Layer	0.000001	0.001873
This study	DSDP Site 522	21-2-008	21-2-008	2427	21-2-008	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.87	Not Specified	Sediment Layer	0.000001	0.001789
This study	DSDP Site 522	21-2-011	21-2-011	2428	21-2-011	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.91	Not Specified	Sediment Layer	0.000001	0.001709
This study	DSDP Site 522	21-2-014	21-2-014	2429	21-2-014	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.93	Not Specified	Sediment Layer	0.000001	0.001816
This study	DSDP Site 522	21-2-016	21-2-016	2430	21-2-016	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.96	Not Specified	Sediment Layer	0.000001	0.00151
This study	DSDP Site 522	21-2-021	21-2-021	2431	21-2-021	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83	Not Specified	Sediment Layer	0.000001	0.001704
This study	DSDP Site 522	21-2-023	21-2-023	2432	21-2-023	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.03	Not Specified	Sediment Layer	0.000001	0.001778
This study	DSDP Site 522	21-2-026	21-2-026	2434	21-2-026	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.06	Not Specified	Sediment Layer	0.000001	0.00186
This study	DSDP Site 522	21-2-029	21-2-029	2435	21-2-029	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.08	Not Specified	Sediment Layer	0.000001	0.001479
This study	DSDP Site 522	21-2-032	21-2-032	2436	21-2-032	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.12	Not Specified	Sediment Layer	0.000001	0.000821
This study	DSDP Site 522	21-2-035	21-2-035	2437	21-2-035	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.15	Not Specified	Sediment Layer	0.000001	0.001683
This study	DSDP Site 522	21-2-040	21-2-040	2438	21-2-040	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.19	Not Specified	Sediment Layer	0.000001	0.001841
This study	DSDP Site 522	21-2-044	21-2-044	2439	21-2-044	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.23	Not Specified	Sediment Layer	0.000001	0.001824
This study	DSDP Site 522	21-2-047	21-2-047	2440	21-2-047	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.26	Not Specified	Sediment Layer	0.000001	0.001877
This study	DSDP Site 522	21-2-051	21-2-051	2441	21-2-051	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.31	Not Specified	Sediment Layer	0.000001	0.001938
This study	DSDP Site 522	21-2-055	21-2-055	2442	21-2-055	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.34	Not Specified	Sediment Layer	0.000001	0.001837
This study	DSDP Site 522	21-2-057	21-2-057	2443	21-2-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.37	Not Specified	Sediment Layer	0.000001	0.001679
This study	DSDP Site 522	21-2-061	21-2-061	2444	21-2-061	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.4	Not Specified	Sediment Layer	0.000001	0.001824
This study	DSDP Site 522	21-2-063	21-2-063	2445	21-2-063	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.42	Not Specified	Sediment Layer	0.000001	0.001582
This study	DSDP Site 522	21-2-066	21-2-066	2446	21-2-066	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.46	Not Specified	Sediment Layer	0.000001	0.001847
This study	DSDP Site 522	21-2-069	21-2-069	2447	21-2-069	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.49	Not Specified	Sediment Layer	0.000001	0.001829
This study	DSDP Site 522	21-2-073	21-2-073	2448	21-2-073	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.53	Not Specified	Sediment Layer	0.000001	0.001719
This study	DSDP Site 522	21-2-077	21-2-077	2449	21-2-077	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.56	Not Specified	Sediment Layer	0.000001	0.001767
This study	DSDP Site 522	21-2-080	21-2-080	2450	21-2-080	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.59	Not Specified	Sediment Layer	0.000001	0.001783
This study	DSDP Site 522	21-2-083	21-2-083	2451	21-2-083	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.62	Not Specified	Sediment Layer	0.000001	0.001569
This study	DSDP Site 522	21-2-086	21-2-086	2452	21-2-086	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.66	Not Specified	Sediment Layer	0.000001	0.001864
This study	DSDP Site 522	21-2-089	21-2-089	2453	21-2-089	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.69	Not Specified	Sediment Layer	0.000001	0.001769
This study	DSDP Site 522	21-2-093	21-2-093	2454	21-2-093	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.73	Not Specified	Sediment Layer	0.000001	0.001789
This study	DSDP Site 522	21-2-097	21-2-097	2455	21-2-097	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.76	Not Specified	Sediment Layer	0.000001	0.001656
This study	DSDP Site 522	21-2-100	21-2-100	2456	21-2-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.79	Not Specified	Sediment Layer	0.000001	0.001813
This study	DSDP Site 522	21-2-104	21-2-104	2457	21-2-104	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.83	Not Specified	Sediment Layer	0.000001	0.00175
This study	DSDP Site 522	21-2-107	21-2-107	2458	21-2-107	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.87	Not Specified	Sediment Layer	0.000001	0.001612
This study	DSDP Site 522	21-2-111	21-2-111	2459	21-2-111	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.9	Not Specified	Sediment Layer	0.000001	0.001727
This study	DSDP Site 522	21-2-113	21-2-113	2460	21-2-113	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.93	Not Specified	Sediment Layer	0.000001	0.001163
This study	DSDP Site 522	21-2-116	21-2-116	2461	21-2-116	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	83.96	Not Specified	Sediment Layer	0.000001	0.001563
This study	DSDP Site 522	21-2-123	21-2-123	2462	21-2-123	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.02	Not Specified	Sediment Layer	0.000001	0.001547
This study	DSDP Site 522	21-2-125	21-2-125	2463	21-2-125	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.05	Not Specified	Sediment Layer	0.000001	0.001606
This study	DSDP Site 522	21-2-129	21-2-129	2464	21-2-129	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.08	Not Specified	Sediment Layer	0.000001	0.001792
This study	DSDP Site 522	21-2-133	21-2-133	2465	21-2-133	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.13	Not Specified	Sediment Layer	0.000001	0.001408
This study	DSDP Site 522	21-2-136	21-2-136	2466	21-2-136	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.16	Not Specified	Sediment Layer	0.000001	0.001667
This study	DSDP Site 522	21-2-139	21-2-139	2467	21-2-139	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.19	Not Specified	Sediment Layer	0.000001	0.001594
This study	DSDP Site 522	21-2-143	21-2-143	2468	21-2-143	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.22	Not Specified	Sediment Layer	0.000001	0.001818
This study	DSDP Site 522	21-2-146	21-2-146	2469	21-2-146	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.25	Not Specified	Sediment Layer	0.000001	0.001708
This study	DSDP Site 522	21-2-149	21-2-149	2470	21-2-149	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.29	Not Specified	Sediment Layer	0.000001	0.001785
This study	DSDP Site 522	21-2-150	21-2-150	2425	21-2-150	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	82.8	Not Specified	Sediment Layer	0.000001	0.001771
This study	DSDP Site 522	21-3-001	21-3-001	2471	21-3-001	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.31	Not Specified	Sediment Layer	0.000001	0.001703
This study	DSDP Site 522	21-3-005	21-3-005	2472	21-3-005	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.35	Not Specified	Sediment Layer	0.000001	0.001666
This study	DSDP Site 522	21-3-008	21-3-008	2473	21-3-008	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.38	Not Specified	Sediment Layer	0.000001	0.001459
This study	DSDP Site 522	21-3-011	21-3-011	2474	21-3-011	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.41	Not Specified	Sediment Layer	0.000001	0.001733
This study	DSDP Site 522	21-3-015	21-3-015	2475	21-3-015	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.44	Not Specified	Sediment Layer	0.000001	0.001872
This study	DSDP Site 522	21-3-018	21-3-018	2476	21-3-018	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.47	Not Specified	Sediment Layer	0.000001	0.001799
This study	DSDP Site 522	21-3-021	21-3-021	2477	21-3-021	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.5	Not Specified	Sediment Layer	0.000001	0.001503
This study	DSDP Site 522	21-3-026	21-3-026	2478	21-3-026	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.55	Not Specified	Sediment Layer	0.000001	0.001838
This study	DSDP Site 522	21-3-029	21-3-029	2479	21-3-029	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.59	Not Specified	Sediment Layer	0.000001	0.001864
This study	DSDP Site 522	21-3-033	21-3-033	2480	21-3-033	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.63	Not Specified	Sediment Layer	0.000001	0.0019
This study	DSDP Site 522	21-3-036	21-3-036	2481	21-3-036	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.65	Not Specified	Sediment Layer	0.000001	0.001914
This study	DSDP Site 522	21-3-038	21-3-038	2482	21-3-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.68	Not Specified	Sediment Layer	0.000001	0.001652
This study	DSDP Site 522	21-3-043	21-3-043	2483	21-3-043	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.72	Not Specified	Sediment Layer	0.000001	0.001863
This study	DSDP Site 522	21-3-046	21-3-046	2484	21-3-046	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.75	Not Specified	Sediment Layer	0.000001	0.001881
This study	DSDP Site 522	21-3-048	21-3-048	2485	21-3-048	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.78	Not Specified	Sediment Layer	0.000001	0.001854
This study	DSDP Site 522	21-3-051	21-3-051	2486	21-3-051	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.81	Not Specified	Sediment Layer	0.000001	0.001714
This study	DSDP Site 522	21-3-055	21-3-055	2487	21-3-055	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.84	Not Specified	Sediment Layer	0.000001	0.001524
This study	DSDP Site 522	21-3-058	21-3-058	2488	21-3-058	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.88	Not Specified	Sediment Layer	0.000001	0.001423
This study	DSDP Site 522	21-3-061	21-3-061	2489	21-3-061	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.9	Not Specified	Sediment Layer	0.000001	0.001903
This study	DSDP Site 522	21-3-064	21-3-064	2490	21-3-064	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.93	Not Specified	Sediment Layer	0.000001	0.0017
This study	DSDP Site 522	21-3-067	21-3-067	2491	21-3-067	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	84.96	Not Specified	Sediment Layer	0.000001	0.001476
This study	DSDP Site 522	21-3-071	21-3-071	2492	21-3-071	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85	Not Specified	Sediment Layer	0.000001	0.001631
This study	DSDP Site 522	21-3-074	21-3-074	2493	21-3-074	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85.03	Not Specified	Sediment Layer	0.000001	0.001783
This study	DSDP Site 522	21-3-077	21-3-077	2494	21-3-077	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85.06	Not Specified	Sediment Layer	0.000001	0.001829
This study	DSDP Site 522	21-3-079	21-3-079	2495	21-3-079	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85.08	Not Specified	Sediment Layer	0.000001	0.001647
This study	DSDP Site 522	21-3-083	21-3-083	2496	21-3-083	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85.13	Not Specified	Sediment Layer	0.000001	0.001852
This study	DSDP Site 522	21-3-086	21-3-086	2497	21-3-086	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85.16	Not Specified	Sediment Layer	0.000001	0.001325
This study	DSDP Site 522	21-3-089	21-3-089	2498	21-3-089	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85.19	Not Specified	Sediment Layer	0.000001	0.001561
This study	DSDP Site 522	21-3-092	21-3-092	2499	21-3-092	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85.22	Not Specified	Sediment Layer	0.000001	0.001491
This study	DSDP Site 522	21-3-096	21-3-096	2500	21-3-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85.25	Not Specified	Sediment Layer	0.000001	0.001767
This study	DSDP Site 522	21-3-100	21-3-100	2501	21-3-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85.29	Not Specified	Sediment Layer	0.000001	0.001599
This study	DSDP Site 522	21-3-103	21-3-103	2502	21-3-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	85.33	Not Specified	Sediment Layer	0.000001	0.001903
